abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.055,30,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12,234,Harpoon Brewery,Boston, MA
0.059,42,770,Harpoon IPA (2012),American IPA,234,12,234,Harpoon Brewery,Boston, MA
0.05,28,769,Harpoon Summer Beer (2012),Kölsch,234,12,234,Harpoon Brewery,Boston, MA
0.048,10,610,UFO White,American Pale Wheat Ale,234,12,234,Harpoon Brewery,Boston, MA
0.05,28,192,Harpoon Summer Beer (2010),Kölsch,234,12,234,Harpoon Brewery,Boston, MA
0.059,42,126,Harpoon IPA (2010),American IPA,234,12,234,Harpoon Brewery,Boston, MA
0.076,65,1895,Groupe G,Belgian IPA,280,16,280,Headlands Brewing Company,Mill Valley, CA
0.062,40,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16,280,Headlands Brewing Company,Mill Valley, CA
0.088,77,1893,Hill 88 Double IPA,American Double / Imperial IPA,280,16,280,Headlands Brewing Company,Mill Valley, CA
0.072,45,990,Loose Cannon,American IPA,479,12,479,Heavy Seas Beer,Halethorpe, MD
0.06,30,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12,479,Heavy Seas Beer,Halethorpe, MD
0.063,30,1351,Grazias,Cream Ale,423,16,423,Hess Brewing Company,San Diego, CA
0.08,86,1346,Habitus IPA,American IPA,423,16,423,Hess Brewing Company,San Diego, CA
0.099,85,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16,423,Hess Brewing Company,San Diego, CA
0.063,21,2295,The Golden One,American Pilsner,168,12,168,High Hops Brewery,Windsor, CO
0.07,68,2294,The Power of Zeus,American Pale Ale (APA),168,12,168,High Hops Brewery,Windsor, CO
0.044,22,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12,500,High Noon Saloon And Brewery,Leavenworth, KS
0.045,32,1615,The 12th Can™,American Pale Ale (APA),362,16,362,Hilliard's Beer,Seattle, WA
0.055,34,889,Hilliard's Pils,Czech Pilsener,362,16,362,Hilliard's Beer,Seattle, WA
0.049,20,724,Hilliard's Blonde,American Blonde Ale,362,16,362,Hilliard's Beer,Seattle, WA
0.055,60,497,Hilliard's Amber Ale,American Amber / Red Ale,362,16,362,Hilliard's Beer,Seattle, WA
0.066,30,496,Hilliard's Saison,Saison / Farmhouse Ale,362,16,362,Hilliard's Beer,Seattle, WA
0.042,25,1835,Provision,Saison / Farmhouse Ale,297,12,297,Hop Farm Brewing Company,Pittsburgh, PA
0.047,28,1834,One Nut Brown,American Brown Ale,297,12,297,Hop Farm Brewing Company,Pittsburgh, PA
0.058,45,1833,Hop Farm IPA,American IPA,297,12,297,Hop Farm Brewing Company,Pittsburgh, PA
0.049,20,2195,Double D Blonde,American Blonde Ale,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.078,60,1605,Festeroo Winter Ale,American Strong Ale,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.063,70,1543,Proxima IPA,American IPA,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.049,20,1390,Double D Blonde (2013),American Blonde Ale,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.048,13,1354,541 American Lager,American Pale Lager,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.065,90,1353,Alphadelic IPA,American IPA,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.065,90,499,Alphadelic IPA (2011),American IPA,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.049,20,498,Double D Blonde (2011),American Blonde Ale,198,12,198,Hop Valley Brewing Company,Springfield, OR
0.051,40,502,Alteration,Altbier,395,12,395,Hops & Grain Brewery,Austin, TX
0.06,50,501,Pale Dog,American Pale Ale (APA),395,12,395,Hops & Grain Brewery,Austin, TX
0.027,21,2482,Totally Radler,Radler,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.039,20,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.058,60,2388,Rise Up Red,American Amber / Red Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.058,35,2200,Survival Stout,American Stout,80,16,80,Hopworks Urban Brewery,Portland, OR
0.066,75,2199,Hopworks IPA,American IPA,80,16,80,Hopworks Urban Brewery,Portland, OR
0.073,70,2193,Abominable Winter Ale,American Strong Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.06,60,1398,Pigwar White India Pale Ale,American White IPA,80,16,80,Hopworks Urban Brewery,Portland, OR
0.058,60,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.073,70,916,Abominable Winter Ale (2012),American Strong Ale,80,16,80,Hopworks Urban Brewery,Portland, OR
0.051,32,658,HUB Lager,Czech Pilsener,80,16,80,Hopworks Urban Brewery,Portland, OR
0.066,75,653,Hopworks IPA (2012),American IPA,80,16,80,Hopworks Urban Brewery,Portland, OR
0.051,17,2384,Laka Laka Pineapple,Hefeweizen,120,12,120,Horny Goat Brew Pub,Milwaukee, WI
0.068,90,1903,Let It Ride IPA,American IPA,277,12,277,Indeed Brewing Company,Minneapolis, MN
0.065,22,1691,Stir Crazy Winter Ale,Winter Warmer,277,12,277,Indeed Brewing Company,Minneapolis, MN
0.05,10,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12,277,Indeed Brewing Company,Minneapolis, MN
0.046,27,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12,277,Indeed Brewing Company,Minneapolis, MN
0.065,80,729,Midnight Ryder,American Black Ale,277,12,277,Indeed Brewing Company,Minneapolis, MN
0.054,45,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12,277,Indeed Brewing Company,Minneapolis, MN
0.048,32,2350,Oklahoma Suks,American Amber / Red Ale,140,12,140,Independence Brewing Company,Austin, TX
0.055,42,2301,Power & Light,American Pale Ale (APA),140,12,140,Independence Brewing Company,Austin, TX
0.059,27,1904,White Rabbit ,Witbier,140,12,140,Independence Brewing Company,Austin, TX
0.058,58,2609,Tribute,American Pale Ale (APA),23,12,23,Indiana City Brewing,Indianapolis, IN
0.07,75,2038,Infamous IPA,American IPA,242,12,242,Infamous Brewing Company,Austin, TX
0.055,20,1774,Hijack,Cream Ale,242,12,242,Infamous Brewing Company,Austin, TX
0.045,20,559,Jon Boat Coastal Ale,American Blonde Ale,527,12,527,Intuition Ale Works,Jacksonville, FL
0.068,55,558,I-10 IPA,American IPA,527,12,527,Intuition Ale Works,Jacksonville, FL
0.053,28,553,People's Pale Ale,American Pale Ale (APA),527,12,527,Intuition Ale Works,Jacksonville, FL
0.052,18,2673,House Lager,Keller Bier / Zwickel Bier,2,16,2,Jack's Abby Craft Lagers,Framingham, MA
0.048,15,2672,Leisure Time,American Pale Lager,2,12,2,Jack's Abby Craft Lagers,Framingham, MA
0.072,80,2671,Excess IPL,American India Pale Lager,2,16,2,Jack's Abby Craft Lagers,Framingham, MA
0.067,65,2670,Hoponius Union,American India Pale Lager,2,12,2,Jack's Abby Craft Lagers,Framingham, MA
0.049,45,2669,Calyptra,American India Pale Lager,2,12,2,Jack's Abby Craft Lagers,Framingham, MA
0.055,37,1793,Thunder Ann,American Pale Ale (APA),312,12,312,Jackalope Brewing Company,Nashville, TN
0.05,15,2060,Weize Guy,Hefeweizen,233,12,233,Joseph James Brewing Company,Henderson, NV
0.05,50,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12,233,Joseph James Brewing Company,Henderson, NV
0.093,90,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12,233,Joseph James Brewing Company,Henderson, NV
0.052,15,467,Joseph James American Lager,American Adjunct Lager,233,12,233,Joseph James Brewing Company,Henderson, NV
0.075,24,2162,Lewbricator Wheat Dopplebock ,Doppelbock,208,12,208,Kalona Brewing Company,Kalona, IA
0.052,16,2374,Weisse Versa (2012),Hefeweizen,125,12,125,Karbach Brewing Company,Houston, TX
0.058,25,1560,Mother in Lager,Munich Dunkel Lager,125,12,125,Karbach Brewing Company,Houston, TX
0.055,40,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12,125,Karbach Brewing Company,Houston, TX
0.055,25,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12,125,Karbach Brewing Company,Houston, TX
0.047,20,1235,Love Street Summer Seasonal (2014),Kölsch,125,12,125,Karbach Brewing Company,Houston, TX
0.066,20,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12,125,Karbach Brewing Company,Houston, TX
0.095,85,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12,125,Karbach Brewing Company,Houston, TX
0.049,45,465,Sympathy for the Lager,American Amber / Red Lager,125,12,125,Karbach Brewing Company,Houston, TX
0.052,15,464,Weisse Versa,Hefeweizen,125,12,125,Karbach Brewing Company,Houston, TX
0.066,70,463,Hopadillo India Pale Ale,American IPA,125,12,125,Karbach Brewing Company,Houston, TX
0.057,19,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12,342,KelSo Beer Company,Brooklyn, NY
0.06,64,1572,KelSo India Pale Ale,American IPA,342,12,342,KelSo Beer Company,Brooklyn, NY
0.055,23,1348,KelSo Pilsner,Czech Pilsener,342,12,342,KelSo Beer Company,Brooklyn, NY
0.05,15,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12,458,Kenai River Brewing Company,Soldotna, AK
0.065,11,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16,510,Kettle House Brewing Company,Missoula, MT
0.065,65,759,Double Haul IPA (2009),American IPA,510,16,510,Kettle House Brewing Company,Missoula, MT
0.065,65,758,Double Haul IPA (2006),American IPA,510,16,510,Kettle House Brewing Company,Missoula, MT
0.055,50,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16,510,Kettle House Brewing Company,Missoula, MT
0.065,65,86,Double Haul IPA,American IPA,510,16,510,Kettle House Brewing Company,Missoula, MT
0.065,11,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16,510,Kettle House Brewing Company,Missoula, MT
0.06,70,1667,King Street IPA,American IPA,102,12,102,King Street Brewing Company,Anchorage, AK
0.057,10,1666,King Street Hefeweizen,Hefeweizen,102,12,102,King Street Brewing Company,Anchorage, AK
0.063,65,2460,India Pale Ale,American IPA,87,16,87,Kirkwood Station Brewing Company,Kirkwood, MO
0.048,11,2459,Blackberry Wheat,American Pale Wheat Ale,87,16,87,Kirkwood Station Brewing Company,Kirkwood, MO
0.046,18,1274,Longboard Island Lager,American Amber / Red Lager,439,24,439,Kona Brewing Company,Kona, HI
0.046,18,1220,Longboard Island Lager,American Amber / Red Lager,439,16,439,Kona Brewing Company,Kona, HI
0.046,18,1070,Longboard Island Lager,American Amber / Red Lager,439,12,439,Kona Brewing Company,Kona, HI
0.046,18,590,Longboard Island Lager,American Amber / Red Lager,439,12,439,Kona Brewing Company,Kona, HI
0.04,9,781,Choc Beer (2003),American Dark Wheat Ale,505,12,505,Krebs Brewing Company (Pete's Pl...,Krebs, OK
0.054,15,1741,A Slice of Hefen,Hefeweizen,332,16,332,La Cumbre Brewing Company,Albuquerque, NM
0.072,100,664,Elevated IPA,American IPA,332,16,332,La Cumbre Brewing Company,Albuquerque, NM
0.066,30,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12,545,Lancaster Brewing Company,Lancaster, PA
0.048,28,195,Lancaster German Style Kölsch,Kölsch,545,12,545,Lancaster Brewing Company,Lancaster, PA
0.05,12,2108,Laughing Dog Cream Ale,Cream Ale,218,12,218,Laughing Dog Brewing Company,Ponderay, ID
0.048,9,1397,Two-One Niner,American Pilsner,218,12,218,Laughing Dog Brewing Company,Ponderay, ID
0.064,66,1396,Laughing Dog IPA,American IPA,218,12,218,Laughing Dog Brewing Company,Ponderay, ID
0.064,95,1675,Madra Allta,American IPA,345,12,345,Lavery Brewing Company,Erie, PA
0.056,70,1249,Duluchan India Pale Ale,American IPA,345,12,345,Lavery Brewing Company,Erie, PA
0.052,30,2036,Getaway,German Pilsener,244,16,244,Lift Bridge Brewing Company,Stillwater, MN
0.06,30,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16,244,Lift Bridge Brewing Company,Stillwater, MN
0.058,40,1832,Adam's Stout,American Stout,298,12,298,Liquid Hero Brewery,York, PA
0.057,42,1688,American Hero,American Amber / Red Ale,298,12,298,Liquid Hero Brewery,York, PA
0.052,20,1687,Schweet Ale,Fruit / Vegetable Beer,298,12,298,Liquid Hero Brewery,York, PA
0.065,75,1686,Irregardless IPA,American IPA,298,12,298,Liquid Hero Brewery,York, PA
0.057,40,2434,Peach Pale Ale,American Pale Ale (APA),104,12,104,Lone Tree Brewing Company,Lone Tree, CO
0.057,47,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12,149,Lonerider Brewing Company,Raleigh, NC
0.058,11,2327,Shotgun Betty,Hefeweizen,149,12,149,Lonerider Brewing Company,Raleigh, NC
0.061,30,2326,Sweet Josie,American Brown Ale,149,12,149,Lonerider Brewing Company,Raleigh, NC
0.059,42,1926,Long Trail IPA,English India Pale Ale (IPA),268,12,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.046,30,1924,Long Trail Ale,American Amber / Red Ale,268,12,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.072,33,1090,Double Bag,Altbier,268,16,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.04,8,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.046,30,573,Long Trail Ale (1),Altbier,268,12,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.046,8,2584,Gose,Gose,41,16,41,Lost Nation Brewing,East Fairfield, VT
0.048,20,2583,Vermont Pilsner,German Pilsener,41,16,41,Lost Nation Brewing,East Fairfield, VT
0.062,65,1309,Face Plant IPA,American IPA,430,12,430,Lost Rhino Brewing Company,Ashburn, VA
0.056,55,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12,430,Lost Rhino Brewing Company,Ashburn, VA
0.052,29,1571,Slow Hand Stout,American Stout,377,16,377,Lucette Brewing Company,Menominee, WI
0.038,18,2033,Pub Ale,English Dark Mild Ale,245,12,245,Lucky Town Brewing Company,Jackson, MS
0.051,31,2032,Ballistic Blonde,Belgian Pale Ale,245,12,245,Lucky Town Brewing Company,Jackson, MS
0.053,20,1153,Lumberyard Pilsner,American Pilsner,158,12,158,Lumberyard Brewing Company,Flagstaff, AZ
0.051,32,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12,485,MacTarnahans Brewing Company,Portland, OR
0.043,18,2209,Sol Drifter,American Blonde Ale,91,12,91,Madtree Brewing Company,Cincinnati, OH
0.079,18,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16,91,Madtree Brewing Company,Cincinnati, OH
0.047,11,1816,LIFT,Kölsch,91,12,91,Madtree Brewing Company,Cincinnati, OH
0.05,40,1815,SPRYE,American Pale Ale (APA),91,12,91,Madtree Brewing Company,Cincinnati, OH
0.069,70,1126,Psychopathy,American IPA,91,12,91,Madtree Brewing Company,Cincinnati, OH
0.07,32,1125,Gnarly Brown,American Brown Ale,91,12,91,Madtree Brewing Company,Cincinnati, OH
0.06,30,1124,Happy Amber,American Amber / Red Ale,91,12,91,Madtree Brewing Company,Cincinnati, OH
0.051,20,1813,#9,Fruit / Vegetable Beer,303,16,303,Magic Hat Brewing Company,South Burlington, VT
0.055,13,1113,Elder Betty,Hefeweizen,303,12,303,Magic Hat Brewing Company,South Burlington, VT
0.051,20,360,#9,Fruit / Vegetable Beer,303,12,303,Magic Hat Brewing Company,South Burlington, VT
0.045,21,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12,356,Manayunk Brewing Company,Philadelphia, PA
0.05,18,1484,Summer Paradise,American Pale Wheat Ale,356,12,356,Manayunk Brewing Company,Philadelphia, PA
0.09,30,1356,Monk from the 'Yunk,Tripel,356,12,356,Manayunk Brewing Company,Philadelphia, PA
0.06,14,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12,356,Manayunk Brewing Company,Philadelphia, PA
0.085,85,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12,356,Manayunk Brewing Company,Philadelphia, PA
0.099,93,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12,346,Manzanita Brewing Company,Santee, CA
0.08,88,1673,Manzanita IPA,American IPA,346,12,346,Manzanita Brewing Company,Santee, CA
0.06,25,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12,346,Manzanita Brewing Company,Santee, CA
0.095,49,1671,Gillespie Brown Ale,American Brown Ale,346,12,346,Manzanita Brewing Company,Santee, CA
0.066,44,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12,346,Manzanita Brewing Company,Santee, CA
0.05,20,2308,River House,Saison / Farmhouse Ale,161,16,161,Martin House Brewing Company,Fort Worth, TX
0.065,47,2268,Pretzel Stout,American Stout,161,16,161,Martin House Brewing Company,Fort Worth, TX
0.05,35,2197,Rubberneck Red,American Amber / Red Ale,161,16,161,Martin House Brewing Company,Fort Worth, TX
0.065,60,1831,Our Legacy IPA,American IPA,299,12,299,Matt Brewing Company,Utica, NY
0.065,60,1135,Our Legacy IPA,American IPA,299,16,299,Matt Brewing Company,Utica, NY
0.05,12,773,Blueberry Blonde Ale,American Blonde Ale,299,12,299,Matt Brewing Company,Utica, NY
0.051,20,1578,Lahaina Town Brown,American Brown Ale,375,12,375,Maui Brewing Company,Lahaina, HI
0.06,24,690,Sobrehumano Palena'ole,American Amber / Red Ale,375,12,375,Maui Brewing Company,Lahaina, HI
0.05,12,547,La Perouse White,Witbier,375,12,375,Maui Brewing Company,Lahaina, HI
0.068,68,435,Flyin' HI.P.Hay,American IPA,375,12,375,Maui Brewing Company,Lahaina, HI
0.055,15,313,Mana Wheat,American Pale Wheat Ale,375,12,375,Maui Brewing Company,Lahaina, HI
0.045,18,33,Bikini Blonde Lager,Munich Helles Lager,375,12,375,Maui Brewing Company,Lahaina, HI
0.057,30,32,CoCoNut Porter,American Porter,375,12,375,Maui Brewing Company,Lahaina, HI
0.062,65,31,Big Swell IPA,American IPA,375,12,375,Maui Brewing Company,Lahaina, HI
0.037,34,1237,Pit Stop Chocolate Porter,American Porter,448,12,448,Mavericks Beer Company,Half Moon Bay, CA
0.037,21,1236,Pace Setter Belgian Style Wit,Witbier,448,12,448,Mavericks Beer Company,Half Moon Bay, CA
0.037,53,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12,448,Mavericks Beer Company,Half Moon Bay, CA
0.072,75,2186,Tsunami IPA,American IPA,203,19.2,203,Mehana Brewing Co.,Hilo, HI
0.072,75,2185,Tsunami IPA,American IPA,203,12,203,Mehana Brewing Co.,Hilo, HI
0.042,22,2184,Humpback Blonde Ale,American Blonde Ale,203,12,203,Mehana Brewing Co.,Hilo, HI
0.052,27,2178,Hawaiian Crow Porter,American Porter,203,12,203,Mehana Brewing Co.,Hilo, HI
0.052,23,2177,Volcano Red Ale,American Amber / Red Ale,203,12,203,Mehana Brewing Co.,Hilo, HI
0.054,42,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12,203,Mehana Brewing Co.,Hilo, HI
0.053,11,1508,Shark Bait,Fruit / Vegetable Beer,393,12,393,Miami Brewing Company,Miami, FL
0.053,30,1507,Gator Tail Brown Ale,American Brown Ale,393,12,393,Miami Brewing Company,Miami, FL
0.071,62,1506,Miami Vice IPA,American IPA,393,12,393,Miami Brewing Company,Miami, FL
0.053,16,1325,Big Rod Coconut Ale,American Blonde Ale,393,12,393,Miami Brewing Company,Miami, FL
0.063,61,2093,Pleasure Town,American IPA,223,12,223,Midnight Sun Brewing Company,Anchorage, AK
0.063,61,1814,Pleasure Town IPA,American IPA,223,12,223,Midnight Sun Brewing Company,Anchorage, AK
0.048,12,587,Snowshoe White Ale,Witbier,223,12,223,Midnight Sun Brewing Company,Anchorage, AK
0.05,24,586,Kodiak Brown Ale,American Brown Ale,223,12,223,Midnight Sun Brewing Company,Anchorage, AK
0.057,70,434,Sockeye Red IPA,American IPA,223,12,223,Midnight Sun Brewing Company,Anchorage, AK
0.08,100,2668,Habitus (2014),American Double / Imperial IPA,3,16,3,Mike Hess Brewing Company,San Diego, CA
0.075,85,2667,Solis,American IPA,3,16,3,Mike Hess Brewing Company,San Diego, CA
0.06,24,2666,Jucundus,Wheat Ale,3,16,3,Mike Hess Brewing Company,San Diego, CA
0.08,100,2664,Habitus,American Double / Imperial IPA,3,16,3,Mike Hess Brewing Company,San Diego, CA
0.063,30,2663,Grazias,Cream Ale,3,16,3,Mike Hess Brewing Company,San Diego, CA
0.058,28,2662,Claritas,Kölsch,3,16,3,Mike Hess Brewing Company,San Diego, CA
0.043,8,2530,Daft Funk,Berliner Weissbier,65,24,65,Mikerphone Brewing,Chicago, IL
0.087,80,1884,Hop Freak,American Double / Imperial IPA,284,16,284,Milwaukee Brewing Company,Milwaukee, WI
0.051,24,1272,Louie's Demise Amber Ale,American Amber / Red Ale,284,16,284,Milwaukee Brewing Company,Milwaukee, WI
0.075,51,1080,Hop Happy,American IPA,284,16,284,Milwaukee Brewing Company,Milwaukee, WI
0.065,20,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16,284,Milwaukee Brewing Company,Milwaukee, WI
0.048,18,172,Flaming Damsel Lager (2010),Vienna Lager,284,16,284,Milwaukee Brewing Company,Milwaukee, WI
0.051,24,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16,284,Milwaukee Brewing Company,Milwaukee, WI
0.068,66,2441,Mission IPA,American IPA,98,32,98,Mission Brewery,San Diego, CA
0.048,44,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32,98,Mission Brewery,San Diego, CA
0.092,75,1459,Shipwrecked Double IPA,American Double / Imperial IPA,98,32,98,Mission Brewery,San Diego, CA
0.075,85,2159,City of the Sun,American IPA,209,16,209,Modern Times Beer,San Diego, CA
0.068,75,2157,Booming Rollers,American IPA,209,16,209,Modern Times Beer,San Diego, CA
0.052,50,2156,Oneida,American Pale Ale (APA),209,16,209,Modern Times Beer,San Diego, CA
0.067,75,2154,Aurora ,American Amber / Red Ale,209,16,209,Modern Times Beer,San Diego, CA
0.055,30,1495,Lomaland,Saison / Farmhouse Ale,209,16,209,Modern Times Beer,San Diego, CA
0.047,46,1494,Fortunate Islands,American Pale Wheat Ale,209,16,209,Modern Times Beer,San Diego, CA
0.058,40,1493,Black House,American Stout,209,16,209,Modern Times Beer,San Diego, CA
0.065,115,1492,Blazing World,American Amber / Red Ale,209,16,209,Modern Times Beer,San Diego, CA
0.056,28,1907,Montauk Summer Ale,American Blonde Ale,276,12,276,Montauk Brewing Company,Montauk, NY
0.06,49,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12,276,Montauk Brewing Company,Montauk, NY
0.056,18,1756,When Helles Freezes Over,Munich Helles Lager,326,12,326,Morgan Street Brewery,Saint Louis, MO
0.049,24,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12,326,Morgan Street Brewery,Saint Louis, MO
0.047,14,1052,Honey Wheat,American Pale Wheat Ale,326,12,326,Morgan Street Brewery,Saint Louis, MO
0.046,24,1051,Black Bear Dark Lager,Schwarzbier,326,12,326,Morgan Street Brewery,Saint Louis, MO
0.05,35,1046,Golden Pilsner,German Pilsener,326,12,326,Morgan Street Brewery,Saint Louis, MO
0.052,21,2413,Cali Creamin',Cream Ale,111,12,111,Mother Earth Brew Company,Vista, CA
0.052,21,2237,Towhead,American Blonde Ale,188,12,188,Mother's Brewing,Springfield, MO
0.07,70,2208,Lil' Helper,American IPA,188,12,188,Mother's Brewing,Springfield, MO
0.053,10,421,Mustang Golden Ale,American Blonde Ale,366,12,366,Mustang Brewing Company,Mustang, OK
0.053,14,420,Washita Wheat,American Pale Wheat Ale,366,12,366,Mustang Brewing Company,Mustang, OK
0.037,10,2345,Gansett Light,Light Lager,143,16,143,Narragansett Brewing Company,Providence, RI
0.052,30,2224,Bohemian Pils,American Pilsner,143,16,143,Narragansett Brewing Company,Providence, RI
0.053,30,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16,143,Narragansett Brewing Company,Providence, RI
0.086,35,1291,Narragansett Bohemian Pilsner,German Pilsener,143,16,143,Narragansett Brewing Company,Providence, RI
0.042,24,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12,143,Narragansett Brewing Company,Providence, RI
0.05,22,580,Narragansett Cream Ale,Cream Ale,143,16,143,Narragansett Brewing Company,Providence, RI
0.042,24,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16,143,Narragansett Brewing Company,Providence, RI
0.07,22,316,Narragansett Porter,American Porter,143,16,143,Narragansett Brewing Company,Providence, RI
0.065,32,315,Narragansett Bock,Bock,143,16,143,Narragansett Brewing Company,Providence, RI
0.055,15,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16,143,Narragansett Brewing Company,Providence, RI
0.085,86,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16,387,Natian Brewery,Portland, OR
0.085,86,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16,387,Natian Brewery,Portland, OR
0.061,11,1705,Wick For Brains,Pumpkin Ale,337,12,337,Nebraska Brewing Company,Papillion, NE
0.065,65,1148,Nebraska India Pale Ale,American IPA,337,12,337,Nebraska Brewing Company,Papillion, NE
0.048,10,1147,EOS Hefeweizen,Hefeweizen,337,12,337,Nebraska Brewing Company,Papillion, NE
0.048,15,1146,Brunette Nut Brown Ale,English Brown Ale,337,12,337,Nebraska Brewing Company,Papillion, NE
0.057,29,1145,Cardinal Pale Ale,American Pale Ale (APA),337,12,337,Nebraska Brewing Company,Papillion, NE
0.045,40,2475,Slow Ride,American IPA,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.065,70,2230,Ranger IPA,American IPA,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.05,29,1987,Shift,American Pale Lager,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.056,21,1978,1554 Black Lager,Euro Dark Lager,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18,1586,Fat Tire Amber Ale,American Amber / Red Ale,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.05,29,952,Shift (1),American Pale Lager,82,12,82,New Belgium Brewing Company,Fort Collins, CO
0.052,18,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12,82,New Belgium Brewing Company,Fort Collins, CO
