abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.04,34,1088,Cutthroat Pale Ale,American Pale Ale (APA),159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.04,29,974,WYLD Extra Pale Ale,American Pale Ale (APA),159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.06,75,2372,The Green Room,American IPA,126,16,126,Uncle Billy's Brewery and Smokeh...,Austin, TX
0.047,25,2367,Humbucker Helles,Maibock / Helles Bock,126,16,126,Uncle Billy's Brewery and Smokeh...,Austin, TX
0.085,90,2507,Double Duckpin,American Double / Imperial IPA,71,12,71,Union Craft Brewing,Baltimore, MD
0.042,10,2506,Old Pro,Gose,71,12,71,Union Craft Brewing,Baltimore, MD
0.045,50,2190,Campside Session IPA,American IPA,202,16,202,Upland Brewing Company,Bloomington, IN
0.045,15,1951,Upland Wheat Ale,Witbier,202,16,202,Upland Brewing Company,Bloomington, IN
0.068,24,2563,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.099,51,2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.065,33,1932,Thai Style White IPA,American White IPA,51,12,51,Upslope Brewing Company,Boulder, CO
0.075,30,1853,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.099,90,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.075,30,683,Upslope Belgian Style Pale Ale,Belgian Pale Ale,51,12,51,Upslope Brewing Company,Boulder, CO
0.048,15,466,Top Rope Mexican-style Craft Lager,Vienna Lager,51,12,51,Upslope Brewing Company,Boulder, CO
0.048,22,444,Upslope Craft Lager,Vienna Lager,51,12,51,Upslope Brewing Company,Boulder, CO
0.053,22,382,Common Sense Kentucky Common Ale,American Brown Ale,546,16,546,Upstate Brewing Company,Elmira, NY
0.065,70,381,Upstate I.P.W.,American IPA,546,12,546,Upstate Brewing Company,Elmira, NY
0.09,75,1825,Squatters Hop Rising Double IPA,American Double / Imperial IPA,302,12,302,Utah Brewers Cooperative,Salt Lake City, UT
0.09,75,1680,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,302,12,302,Utah Brewers Cooperative,Salt Lake City, UT
0.092,25,1770,Voodoo Love Child,Tripel,322,12,322,Voodoo Brewery,Meadville, PA
0.079,23,1769,White Magick of the Sun,Witbier,322,12,322,Voodoo Brewery,Meadville, PA
0.075,31,1730,Wynona's Big Brown Ale,American Brown Ale,322,12,322,Voodoo Brewery,Meadville, PA
0.092,25,1729,Gran Met,Belgian Strong Pale Ale,322,12,322,Voodoo Brewery,Meadville, PA
0.073,85,1603,Good Vibes IPA,American IPA,322,12,322,Voodoo Brewery,Meadville, PA
0.075,85,1488,Pilzilla,American Double / Imperial Pilsner,322,12,322,Voodoo Brewery,Meadville, PA
0.04,37,1846,Wachusett Light IPA,American IPA,295,12,295,Wachusett Brewing Company,Westminster, MA
0.06,55,1845,Green Monsta IPA,American IPA,295,12,295,Wachusett Brewing Company,Westminster, MA
0.056,50,1844,Wachusett IPA,American IPA,295,12,295,Wachusett Brewing Company,Westminster, MA
0.085,85,1418,Larry Imperial IPA,American Double / Imperial IPA,295,12,295,Wachusett Brewing Company,Westminster, MA
0.051,17,1030,Country Pale Ale,English Pale Ale,295,12,295,Wachusett Brewing Company,Westminster, MA
0.04,37,1029,Wachusett Light IPA (2013),American IPA,295,12,295,Wachusett Brewing Company,Westminster, MA
0.052,20,908,Pumpkan,Pumpkin Ale,295,12,295,Wachusett Brewing Company,Westminster, MA
0.045,10,619,Wachusett Blueberry Ale,Fruit / Vegetable Beer,295,12,295,Wachusett Brewing Company,Westminster, MA
0.06,55,618,Green Monsta IPA,American IPA,295,12,295,Wachusett Brewing Company,Westminster, MA
0.052,67,2450,Self Starter,American IPA,94,16,94,Warped Wing Brewing Company,Dayton, OH
0.054,20,2223,Ermal's,Cream Ale,94,16,94,Warped Wing Brewing Company,Dayton, OH
0.04,5,1312,Westbrook Gose,Gose,384,12,384,Westbrook Brewing Company,Mt. Pleasant, SC
0.05,16,576,White Thai,Witbier,384,12,384,Westbrook Brewing Company,Mt. Pleasant, SC
0.068,65,575,Westbrook IPA,American IPA,384,12,384,Westbrook Brewing Company,Mt. Pleasant, SC
0.057,22,1645,Westfield Octoberfest,Märzen / Oktoberfest,351,12,351,Westfield River Brewing Company,Westfield, MA
0.058,55,1550,Charlie in the Rye,American IPA,351,12,351,Westfield River Brewing Company,Westfield, MA
0.075,89,2343,O’Malley’s IPA,American IPA,132,12,132,Weston Brewing Company,Weston, MO
0.049,28,2341,L'il Lucy's Hot Pepper Ale,Chile Beer,132,12,132,Weston Brewing Company,Weston, MO
0.049,30,1838,Hefe Lemon,Radler,296,12,296,Widmer Brothers Brewing Company,Portland, OR
0.049,30,1837,Hefe Black,Hefeweizen,296,12,296,Widmer Brothers Brewing Company,Portland, OR
0.049,30,1836,Widmer Brothers Hefeweizen,Hefeweizen,296,12,296,Widmer Brothers Brewing Company,Portland, OR
0.082,100,1619,Hop Slayer Double IPA,American Double / Imperial IPA,361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.052,27,971,Phat Chance,American Blonde Ale,361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.082,100,740,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.082,100,430,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.042,13,398,Wild Onion Summer Wit,Witbier,361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.06,23,366,Jack Stout,Oatmeal Stout,361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.056,41,162,Paddy Pale Ale,American Pale Ale (APA),361,12,361,Wild Onion Brewing Company,Lake Barrington, IL
0.068,21,2253,Blonde Hunny,Belgian Pale Ale,181,12,181,Wild Wolf Brewing Company,Nellysford, VA
0.057,20,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,181,12,181,Wild Wolf Brewing Company,Nellysford, VA
0.045,25,1195,Wild Wolf American Pilsner,American Pilsner,181,12,181,Wild Wolf Brewing Company,Nellysford, VA
0.051,45,1194,Alpha Ale,American Pale Ale (APA),181,12,181,Wild Wolf Brewing Company,Nellysford, VA
0.074,83,762,Ace IPA,American IPA,509,16,509,Wingman Brewers,Tacoma, WA
0.08,31,761,P-51 Porter,American Porter,509,16,509,Wingman Brewers,Tacoma, WA
0.071,60,2148,#002 American I.P.A.,American IPA,211,12,211,Wisconsin Brewing Company,Verona, WI
0.048,38,2146,#004 Session I.P.A.,American IPA,211,12,211,Wisconsin Brewing Company,Verona, WI
0.062,61,1470,Ananda India Pale Ale,American IPA,239,12,239,Wiseacre Brewing Company,Memphis, TN
0.045,23,1469,Tiny Bomb,American Pilsner,239,12,239,Wiseacre Brewing Company,Memphis, TN
0.058,72,2627,Train Hopper,American IPA,14,12,14,Witch's Hat Brewing Company,South Lyon, MI
0.059,135,1676,Troopers Alley IPA,American IPA,344,12,344,Wolf Hills Brewing Company,Abingdon, VA
0.047,15,1468,Wolverine Premium Lager,American Pale Lager,402,12,402,Wolverine State Brewing Company,Ann Arbor, MI
0.065,82,2417,4000 Footer IPA,American IPA,109,12,109,"Woodstock Inn, Station & Brewery",North Woodstock, NH
0.028,15,2306,Summer Brew,American Pilsner,109,12,109,"Woodstock Inn, Station & Brewery",North Woodstock, NH
0.065,69,1697,Be Hoppy IPA,American IPA,339,16,339,Wormtown Brewery,Worcester, MA
0.069,69,2194,Worthy IPA,American IPA,199,12,199,Worthy Brewing Company,Bend, OR
0.045,25,1514,Easy Day Kolsch,Kölsch,199,12,199,Worthy Brewing Company,Bend, OR
0.077,30,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199,12,199,Worthy Brewing Company,Bend, OR
0.069,69,1512,Worthy IPA (2013),American IPA,199,12,199,Worthy Brewing Company,Bend, OR
0.06,50,1511,Worthy Pale,American Pale Ale (APA),199,12,199,Worthy Brewing Company,Bend, OR
0.067,45,928,Belgorado,Belgian IPA,424,12,424,Wynkoop Brewing Company,Denver, CO
0.055,40,145,Silverback Pale Ale,American Pale Ale (APA),424,12,424,Wynkoop Brewing Company,Denver, CO
